"","ID","site","location","landscape","replicate","bbspecies","bborgan","kingdom","phylum","order","family","genus","species","plant.species","Abundance","binom.abund","native_exotic","pollination_mode","Flowering_months_duration","start_flowering","growth_form_category","plant_height_m","reference","inflorescence","structural_blossom_class","symmetry","nectar","pollen","oil","sugar.concentration","growth_form_numeric","structural_blossom_numeric","symmetry_numeric"
"706","22_ZHRF_pB","ZHRF","ZH","R","F","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.890899759595905,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"707","32_ZHUB_lL","ZHUB","ZH","U","B","B.lapidarius","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.890388880470569,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"708","37_ZHUA_pL","ZHUA","ZH","U","A","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.890122302718704,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"709","33_ZHRE_lB","ZHRE","ZH","R","E","B.lapidarius","B","Viridiplantae","Streptophyta","Asterales","Asteraceae","Helianthus","pauciflorus","Helianthus pauciflorus",0.888967214681705,1,"E","biotic",2,8,"herb",2,NA,"1","dish_bowl","actinomorph",1,1,0,NA,1,3,2
"710","02_ZHUB_lB","ZHUB","ZH","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.888682596060704,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"711","36_ZHRD_lB","ZHRD","ZH","R","D","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.887266001968014,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"712","34_ZHUB_pB","ZHUB","ZH","U","B","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.887158921129197,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"713","24_ZHRF_lB","ZHRF","ZH","R","F","B.lapidarius","B","Viridiplantae","Streptophyta","Asterales","Asteraceae","Helianthus","pauciflorus","Helianthus pauciflorus",0.886901152213463,1,"E","biotic",2,8,"herb",2,NA,"1","dish_bowl","actinomorph",1,1,0,NA,1,3,2
"714","31_BSRF_pB","BSRF","BS","R","F","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lathyrus","sativus","Lathyrus sativus",0.886071297317163,1,"N","biotic",2,5,"herb",0.6,NA,"1","flag","sigomorph",1,1,0,NA,1,1,1
"715","12_ZHRD_lB","ZHRD","ZH","R","D","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.885660731021556,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"716","02_BEUA_lL","BEUA","BE","U","A","B.lapidarius","L","Viridiplantae","Streptophyta","Malpighiales","Hypericaceae","Hypericum","perforatum","Hypericum perforatum",0.884172032753001,1,"N","biotic",4,6,"herb",0.7,NA,"1","dish_bowl","actinomorph",0,1,0,0,1,3,2
"717","21_BEUB_pL","BEUB","BE","U","B","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.883744240846903,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"718","28_ZHUB_lB","ZHUB","ZH","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.883616383616384,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"719","19_BEUB_pB","BEUB","BE","U","B","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.883546311800476,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"720","03_ZHRF_pB","ZHRF","ZH","R","F","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.883108562141551,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"721","23_ZHRE_lB","ZHRE","ZH","R","E","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.882043202454496,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"722","23_ZHUA_pB","ZHUA","ZH","U","A","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.881919150464269,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"723","05_BSUA_lB","BSUA","BS","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.880492506195665,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"724","19_BSUA_lB","BSUA","BS","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Asterales","Asteraceae","Centaurea","scabiosa","Centaurea scabiosa",0.879891038832221,1,"N","biotic",3,6,"herb",2,NA,"1","dish_bowl","actinomorph",1,1,0,55.53333333,1,3,2
"725","14_BSUC_lB","BSUC","BS","U","C","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.879472030759132,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"726","09_BEUC_pL","BEUC","BE","U","C","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.879039450215088,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"727","37_BSRF_pB","BSRF","BS","R","F","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.87867550538199,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"728","21_BEUB_pB","BEUB","BE","U","B","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.878599691264927,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"729","29_BSRE_lB","BSRE","BS","R","E","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.877670572019297,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"730","14_BEUC_pB","BEUC","BE","U","C","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.87723827219363,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"731","04_ZHUB_pB","ZHUB","ZH","U","B","B.pascuorum","B","Viridiplantae","Streptophyta","Boraginales","Boraginaceae","Echium","vulgare","Echium vulgare",0.876452671733152,1,"N","biotic",6,5,"herb",0.9,NA,"1","bell_trumpet","actinomorph",1,1,0,41.17,1,5,2
"732","14_BSRF_lL","BSRF","BS","R","F","B.lapidarius","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.87606237668842,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"733","17_BSUA_lL","BSUA","BS","U","A","B.lapidarius","L","Viridiplantae","Streptophyta","Asterales","Asteraceae","Centaurea","scabiosa","Centaurea scabiosa",0.875791994412386,1,"N","biotic",3,6,"herb",2,NA,"1","dish_bowl","actinomorph",1,1,0,55.53333333,1,3,2
"734","10_BSUC_pB","BSUC","BS","U","C","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.872901431661345,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"735","03_BSUB_pL","BSUB","BS","U","B","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.872473867595819,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"736","02_BSUB_lB","BSUB","BS","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.872270144183352,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"737","33_BSRF_pB","BSRF","BS","R","F","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lathyrus","sativus","Lathyrus sativus",0.871745532427548,1,"N","biotic",2,5,"herb",0.6,NA,"1","flag","sigomorph",1,1,0,NA,1,1,1
"738","35_BSRD_lB","BSRD","BS","R","D","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.871694937774038,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"739","01_ZHUB_pB","ZHUB","ZH","U","B","B.pascuorum","B","Viridiplantae","Streptophyta","Boraginales","Boraginaceae","Echium","vulgare","Echium vulgare",0.871478270036634,1,"N","biotic",6,5,"herb",0.9,NA,"1","bell_trumpet","actinomorph",1,1,0,41.17,1,5,2
"740","24_ZHRD_lB","ZHRD","ZH","R","D","B.lapidarius","B","Viridiplantae","Streptophyta","Boraginales","Hydrophyllaceae","Phacelia","tanacetifolia","Phacelia tanacetifolia",0.871357562223103,1,"E","biotic",6,5,"herb",0.6,NA,"1","bell_trumpet","actinomorph",1,1,0,28.90769231,1,5,2
"741","13_BEUC_pL","BEUC","BE","U","C","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.871029543030066,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"742","28_BSUA_pB","BSUA","BS","U","A","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.870375371320551,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"743","22_BEUB_pB","BEUB","BE","U","B","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Galega","officinalis","Galega officinalis",0.870190140284813,1,"N","biotic",3,6,"herb",1.2,NA,"1","flag","sigomorph",1,1,0,NA,1,1,1
"744","32_ZHRE_lB","ZHRE","ZH","R","E","B.lapidarius","B","Viridiplantae","Streptophyta","Asterales","Asteraceae","Helianthus","pauciflorus","Helianthus pauciflorus",0.868863081293924,1,"E","biotic",2,8,"herb",2,NA,"1","dish_bowl","actinomorph",1,1,0,NA,1,3,2
"745","15_ZHRE_lB","ZHRE","ZH","R","E","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Securigera","varia","Securigera varia",0.868567170132147,1,"N","biotic",3,6,"herb",1.2,NA,"1","flag","sigomorph",1,1,0,NA,1,1,1
"746","29_BSRF_lB","BSRF","BS","R","F","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.867411202944303,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"747","26_ZHUA_pL","ZHUA","ZH","U","A","B.pascuorum","L","Viridiplantae","Streptophyta","Lamiales","Plantaginaceae","Linaria","vulgaris","Linaria vulgaris",0.866269593979196,1,"N","biotic",4,6,"herb",1.2,NA,"1","gullet","sigomorph",1,1,0,39,1,2,1
"748","18_BSUB_pB","BSUB","BS","U","B","B.pascuorum","B","Viridiplantae","Streptophyta","Solanales","Solanaceae","Solanum","dulcamara","Solanum dulcamara",0.865395393342902,1,"N","biotic",3,6,"herb",6,NA,"1","bell_trumpet","actinomorph",0,1,0,NA,1,5,2
"749","06_ZHUA_pL","ZHUA","ZH","U","A","B.pascuorum","L","Viridiplantae","Streptophyta","Lamiales","Lamiaceae","Clinopodium","vulgare","Clinopodium vulgare",0.864698129096035,1,"N","biotic",3,7,"herb",0.8,NA,"1","gullet","sigomorph",1,1,0,NA,1,2,1
"750","10_ZHUC_pB","ZHUC","ZH","U","C","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.86236794897349,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"751","05_BSRE_lB","BSRE","BS","R","E","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.862291321524149,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"752","26_ZHUA_pB","ZHUA","ZH","U","A","B.pascuorum","B","Viridiplantae","Streptophyta","Lamiales","Plantaginaceae","Linaria","vulgaris","Linaria vulgaris",0.861008779845636,1,"N","biotic",4,6,"herb",1.2,NA,"1","gullet","sigomorph",1,1,0,39,1,2,1
"753","34_ZHUB_lB","ZHUB","ZH","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.860611688465642,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"754","02_BEUA_pB","BEUA","BE","U","A","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.860555618679696,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"755","33_BSRF_lB","BSRF","BS","R","F","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.860515730358913,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"756","29_BSUB_pL","BSUB","BS","U","B","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.860453052049109,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"757","09_BSRD_pL","BSRD","BS","R","D","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.860352856547912,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"758","02_BSRD_pB","BSRD","BS","R","D","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.859232816252353,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"759","11_ZHUA_lL","ZHUA","ZH","U","A","B.lapidarius","L","Viridiplantae","Streptophyta","Asterales","Campanulaceae","Campanula","rapunculoides","Campanula rapunculoides",0.858759945561139,1,"N","biotic",4,6,"herb",1,NA,"1","bell_trumpet","actinomorph",1,1,0,NA,1,5,2
"760","30_ZHUB_lL","ZHUB","ZH","U","B","B.lapidarius","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.857843331615188,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"761","13_BEUC_lB","BEUC","BE","U","C","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.857382077426842,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"762","31_ZHUA_lB","ZHUA","ZH","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.856738824952418,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"763","30_ZHUC_pL","ZHUC","ZH","U","C","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.856580087287706,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"764","12_BSUA_lB","BSUA","BS","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.856218644955322,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"765","26_BSUC_pB","BSUC","BS","U","C","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.85470247100353,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"766","08_ZHUA_lB","ZHUA","ZH","U","A","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.854671422129299,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"767","16_BERD_pB","BERD","BE","R","D","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.85431621417164,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"768","31_ZHUA_pB","ZHUA","ZH","U","A","B.pascuorum","B","Viridiplantae","Streptophyta","Solanales","Solanaceae","Solanum","dulcamara","Solanum dulcamara",0.853747045310783,1,"N","biotic",3,6,"herb",6,NA,"1","bell_trumpet","actinomorph",0,1,0,NA,1,5,2
"769","27_ZHUC_pL","ZHUC","ZH","U","C","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.853636019316353,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"770","12_BEUB_lL","BEUB","BE","U","B","B.lapidarius","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.853084768433372,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"771","30_BSRE_lB","BSRE","BS","R","E","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.853004875901926,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"772","25_ZHRF_pB","ZHRF","ZH","R","F","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.852994254184903,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"773","03_BEUB_lL","BEUB","BE","U","B","B.lapidarius","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.85237506314341,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"774","40_BSRE_lB","BSRE","BS","R","E","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.85124866280571,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"775","24_ZHRD_pB","ZHRD","ZH","R","D","B.pascuorum","B","Viridiplantae","Streptophyta","Solanales","Solanaceae","Solanum","lycopersicum","Solanum lycopersicum",0.851177794149858,1,"E","biotic",1,5,"climber",2,"naturadb.de","1","bell_trumpet","actinomorph",NA,1,NA,27.29,3,5,2
"776","39_BSUA_pB","BSUA","BS","U","A","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.849524556416038,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"777","27_ZHRF_lL","ZHRF","ZH","R","F","B.lapidarius","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.849322965216112,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"778","03_BSRD_pL","BSRD","BS","R","D","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.849083638787071,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"779","07_ZHUA_pB","ZHUA","ZH","U","A","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.847161849448705,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"780","01_BSUB_pB","BSUB","BS","U","B","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.846906061981233,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"781","06_BSUB_pL","BSUB","BS","U","B","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.846798631476051,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"782","26_BSRF_lB","BSRF","BS","R","F","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.845494548798108,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"783","23_ZHRF_lB","ZHRF","ZH","R","F","B.lapidarius","B","Viridiplantae","Streptophyta","Asterales","Asteraceae","Helianthus","pauciflorus","Helianthus pauciflorus",0.845174131783324,1,"E","biotic",2,8,"herb",2,NA,"1","dish_bowl","actinomorph",1,1,0,NA,1,3,2
"784","12_ZHUA_pL","ZHUA","ZH","U","A","B.pascuorum","L","Viridiplantae","Streptophyta","Malpighiales","Hypericaceae","Hypericum","perforatum","Hypericum perforatum",0.844382414515004,1,"N","biotic",4,6,"herb",0.7,NA,"1","dish_bowl","actinomorph",0,1,0,0,1,3,2
"785","03_BSUB_lB","BSUB","BS","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.843931638761169,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"786","29_BSRF_pB","BSRF","BS","R","F","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.842592019795855,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"787","05_BSRF_pL","BSRF","BS","R","F","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.84186856450636,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"788","27_BSRF_pB","BSRF","BS","R","F","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.841095415274011,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"789","13_BSUC_pB","BSUC","BS","U","C","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.840912443755993,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"790","24_BEUB_lB","BEUB","BE","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Asparagales","Amaryllidaceae","Allium","carinatum","Allium carinatum",0.840892529587657,1,"N","biotic",2,7,"herb",0.6,NA,"1","dish_bowl","actinomorph",1,1,0,NA,1,3,2
"791","33_BSUB_pL","BSUB","BS","U","B","B.pascuorum","L","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.838694551251993,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"792","28_BSUB_lB","BSUB","BS","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.838406100544377,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"793","06_BSUB_pB","BSUB","BS","U","B","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","repens","Trifolium repens",0.837907647450322,1,"N","biotic",5,5,"herb",0.15,NA,"1","flag","sigomorph",1,1,0,44.5875,1,1,1
"794","31_ZHRD_lB","ZHRD","ZH","R","D","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Lotus","corniculatus","Lotus corniculatus",0.837672559941875,1,"N","biotic",3,5,"herb",0.4,NA,"1","flag","sigomorph",1,1,0,26.25789474,1,1,1
"795","02_ZHRF_pB","ZHRF","ZH","R","F","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.837028350693247,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"796","31_BEUA_pB","BEUA","BE","U","A","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.836865306600665,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"797","14_BERD_pB","BERD","BE","R","D","B.pascuorum","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.836109767056059,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
"798","29_BERD_pB","BERD","BE","R","D","B.pascuorum","B","Viridiplantae","Streptophyta","Ericales","Balsaminaceae","Impatiens","glandulifera","Impatiens glandulifera",0.834447875625599,1,"E","biotic",2,7,"herb",0.2,NA,"1","gullet","sigomorph",1,1,0,60.15,1,2,1
"799","01_BEUB_lB","BEUB","BE","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Asparagales","Amaryllidaceae","Allium","carinatum","Allium carinatum",0.834209957489733,1,"N","biotic",2,7,"herb",0.6,NA,"1","dish_bowl","actinomorph",1,1,0,NA,1,3,2
"800","19_BSUB_lB","BSUB","BS","U","B","B.lapidarius","B","Viridiplantae","Streptophyta","Fabales","Fabaceae","Trifolium","pratense","Trifolium pratense",0.833961390982414,1,"N","biotic",6,5,"herb",1,NA,"1","flag","sigomorph",1,1,0,45.81712329,1,1,1
